English	Foreign	Transliteration	Context
In a year's time, everything will cost more.	Через год всё будет стоить больше.	-	Say what will happen
What is he going to draw?	Что он будет рисовать?	-	Say what will happen
Tomorrow we will be helping mom.	Завтра мы будем помогать маме.	-	Say what will happen
He will wash his car tomorrow.	Завтра он будет мыть свою машину.	-	Say what will happen
I will take pictures of you.	Я буду фотографировать тебя.	-	Say what will happen
Where will you put this chair?	Куда ты будешь ставить этот стул?	-	Say what will happen
You'll feel better tomorrow.	Ты завтра будешь лучше себя чувствовать.	-	Say what will happen
I do not want to sit here.	Я не хочу тут сидеть.	-	Say what will happen
In winter, I leave home at nine.	Зимой я ухожу из дома в девять.	-	Discuss travel
It is time for us to leave.	Нам пора уходить.	-	Discuss travel
She did not come on time.	Она не пришла вовремя.	-	Discuss travel
Why didn't you come to class?	Почему ты не пришла на занятия?	-	Discuss travel
Are you already going home?	Вы уже уходите домой?	-	Discuss travel
Unfortunately we are already leaving.	К сожалению, мы уже уходим.	-	Discuss travel
Can you leave?	Вы можете уйти?	-	Discuss travel
One person disembarked at this stop.	На этой остановке вышел один человек.	-	Discuss travel
The teacher left the class before I entered.	Учитель вышел из класса до того, как я вошла.	-	Discuss travel
She entered the restaurant and sat down at a table.	Она вошла в ресторан и села за стол.	-	Discuss travel
Why are you leaving the country?	Почему ты уезжаешь из страны?	-	Discuss travel
They will go abroad soon.	Они скоро уедут за границу.	-	Discuss travel
Mom has already left for work.	Мама уже ушла на работу.	-	Discuss travel
When are they leaving?	Когда они уезжают?	-	Discuss travel
Tomorrow I will come on time.	Завтра я приду вовремя.	-	Discuss travel
They entered the room.	Они вошли в комнату.	-	Discuss travel
Africa is beautiful.	Африка прекрасна.	-	Describe nature
volcano	вулкан	-	Describe nature
We are planting potatoes.	Мы сажаем картошку.	-	Describe nature
The sand is very hot today.	Сегодня песок очень горячий.	-	Describe nature
field	поле	-	Describe nature
desert	пустыня	-	Describe nature
cloud	облако	-	Describe nature
Some birds can't fly.	Некоторые птицы не могут летать.	-	Describe nature
Nina is planting eight flowers.	Нина сажает восемь цветов.	-	Describe nature
The waves are tossing the ship from side to side.	Волны бросают корабль из стороны в сторону.	-	Describe nature
a big white cloud	большое белое облако	-	Describe nature
He is fast as lightning.	Он быстрый как молния.	-	Describe nature
sand on the beach	песок на пляже	-	Describe nature
He is as cold as ice.	Он холодный как лёд.	-	Describe nature
It is hot in the desert.	В пустыне жарко.	-	Describe nature
This branch is too heavy.	Эта ветка слишком тяжёлая.	-	Describe nature
the ninth symphony	девятая симфония	-	Talk about the arts
This is my favorite album.	Это мой любимый альбом.	-	Talk about the arts
Is this a comedy?	Это комедия?	-	Talk about the arts
My wife likes nineteenth century music.	Моя жена любит музыку девятнадцатого века.	-	Talk about the arts
Mom likes seventeenth-century architecture.	Маме нравится архитектура семнадцатого века.	-	Talk about the arts
Your favorite movie is an old Russian comedy.	Твой любимый фильм — старая русская комедия.	-	Talk about the arts
Dima likes this TV show.	Дима любит этот сериал.	-	Talk about the arts
She is telling them about the university.	Она рассказывает им про университет.	-	Talk about the arts
Grandfather likes writing poems about Grandmother.	Дедушка любит писать стихи про бабушку.	-	Talk about the arts
What is this TV show about?	Про что этот сериал?	-	Talk about the arts
I am watching a Russian cartoon.	Я смотрю русский мультфильм.	-	Talk about the arts
My children are talented musicians.	Мои дети — талантливые музыканты.	-	Talk about the arts
a small stage	маленькая сцена	-	Talk about the arts
How many rows are there here?	Сколько тут рядов?	-	Talk about the arts
talented ballerina	талантливая балерина	-	Talk about the arts
How many channels are there here?	Сколько здесь каналов?	-	Talk about the arts
Let's watch television.	Давай посмотрим телевизор.	-	Suggest things to do
Vanya, let's draw something.	Ваня, давай что-нибудь нарисуем.	-	Suggest things to do
Today I am eating dinner at eight.	Я сегодня ужинаю в восемь.	-	Suggest things to do
Let's draw a beach and waves.	Давай нарисуем пляж и волны.	-	Suggest things to do
Let's spend the day in the park.	Давай проведём день в парке.	-	Suggest things to do
Dima often eats dinner in this restaurant.	Дима часто ужинает в этом ресторане.	-	Suggest things to do
Let's go to the beach to sunbathe.	Давайте пойдём на пляж загорать.	-	Suggest things to do
Let's go sunbathe together.	Давай пойдём загорать вдвоём.	-	Suggest things to do
Let's draw a stone.	Давай нарисуем камень.	-	Suggest things to do
Let's watch a different movie.	Давай посмотрим другой фильм.	-	Suggest things to do
Mark and Victoria live there together.	Марк и Виктория живут там вдвоём.	-	Suggest things to do
Let's buy one more bag.	Давайте купим ещё один пакет.	-	Suggest things to do
Let's get up at six tomorrow.	Давайте завтра встанем в шесть.	-	Suggest things to do
Let's watch TV.	Давай посмотрим телевизор.	-	Suggest things to do
We do not know each other.	Мы не знаем друг друга.	-	Suggest things to do
Mark is sunbathing on the roof.	Марк загорает на крыше.	-	Suggest things to do
They always eat dinner together.	Они всегда ужинают вдвоём.	-	Suggest things to do
We eat dinner together.	Мы ужинаем вдвоём.	-	Suggest things to do
They do not speak to each other.	Они не говорят друг с другом.	-	Suggest things to do
Sergei lives in a big house.	Сергей живёт в большом доме.	-	Use large numbers
marry	жениться	-	Use large numbers
Last month the average temperature was ten degrees.	В прошлом месяце средняя температура была десять градусов.	-	Use large numbers
eighty days	восемьдесят дней	-	Use large numbers
eighty	восемьдесят	-	Use large numbers
I was born in nineteen ninety-four.	Я родилась в тысяча девятьсот девяносто четвёртом.	-	Use large numbers
one thousand nine hundred seventy three	тысяча девятьсот семьдесят три	-	Use large numbers
How much does an average refrigerator cost?	Сколько стоит средний холодильник?	-	Use large numbers
Yes, today is the eleventh.	Да, сегодня одиннадцатое число.	-	Use large numbers
How do you say this number in Russian?	Как сказать это число по-русски?	-	Use large numbers
I bought three big couches.	Я купила три больших дивана.	-	Use large numbers
I paid five hundred dollars for this TV.	Я заплатил пятьсот долларов за этот телевизор.	-	Use large numbers
The price is five hundred thirty two rubles.	Цена — пятьсот тридцать два рубля.	-	Use large numbers
This was ninety years ago.	Это было девяносто лет назад.	-	Use large numbers
You paid seventy four rubles.	Ты заплатил семьдесят четыре рубля.	-	Use large numbers
three million	три миллиона	-	Use large numbers
I'm getting married in Germany.	Я женюсь в Германии.	-	Use large numbers
I have seventy pencils.	У меня семьдесят карандашей.	-	Use large numbers
Northern France	северная Франция	-	Talk about the seasons
an iron door	железная дверь	-	Talk about the seasons
Our grandmother is rich.	Наша бабушка богатая.	-	Talk about the seasons
ring	кольцо	-	Talk about the seasons
Spanish	испанский	-	Talk about the seasons
I will not give you my golden ring.	Я не дам тебе своё золотое кольцо.	-	Talk about the seasons
The Polish language is very complicated.	Польский язык — очень сложный.	-	Talk about the seasons
Polish is more similar to Russian than to English.	Польский язык более похож на русский, чем на английский.	-	Talk about the seasons
Who knows the correct answer?	Кто знает правильный ответ?	-	Talk about the seasons
There was an iron ring hanging on the door.	На двери висело железное кольцо.	-	Talk about the seasons
a full plate	полная тарелка	-	Talk about the seasons
West wind	западный ветер	-	Talk about the seasons
We are reading a fairy tale about a golden rooster.	Мы читаем сказку о золотом петухе.	-	Talk about the seasons
unhelpful advice	вредные советы	-	Talk about the seasons
three golden apples	три золотых яблока	-	Talk about the seasons
I want to finish this work by Saturday.	Я хочу закончить эту работу к субботе.	-	Discuss future plans
We are planning to spend almost all the money.	Мы собираемся потратить почти все деньги.	-	Discuss future plans
We were planning to return before eleven.	Мы собирались вернуться до одиннадцати.	-	Discuss future plans
Mark is going to return at five.	Марк собирается вернуться в пять.	-	Discuss future plans
A pity. I planned to spend a lot less.	Жаль. Я собиралась потратить гораздо меньше.	-	Discuss future plans
We're planning to bring them some books.	Мы собираемся принести им несколько книг.	-	Discuss future plans
I was going to bring candy.	Я собирался принести конфеты.	-	Discuss future plans
When are you planning to inspect the office?	Когда вы собираетесь осмотреть офис?	-	Discuss future plans
She is dating my brother.	Она встречается с моим братом.	-	Discuss future plans
The seagull returned to the nest.	Чайка вернулась в гнездо.	-	Discuss future plans
Mom plans to come to Russia every summer.	Мама собирается приезжать в Россию каждое лето.	-	Discuss future plans
We plan to visit you every year.	Мы собираемся приезжать к вам каждый год.	-	Discuss future plans
She wants to bring her article.	Она хочет принести свою статью.	-	Discuss future plans
I want to wash this dress.	Я хочу постирать это платье.	-	Discuss future plans
I don't plan to date him.	Я не собираюсь с ним встречаться.	-	Discuss future plans
Can you do this in twenty minutes?	Ты можешь это сделать за двадцать минут?	-	Express cause and effect
I know all the rules.	Я знаю все правила.	-	Express cause and effect
I will drive past this big park.	Я проеду мимо этого большого парка.	-	Express cause and effect
We passed by our school.	Мы прошли мимо нашей школы.	-	Express cause and effect
I walked through the whole park.	Я прошёл через весь парк.	-	Express cause and effect
I bought a pen instead of a pencil.	Я купила ручку вместо карандаша.	-	Express cause and effect
We will drive across the stone bridge.	Мы проедем через каменный мост.	-	Express cause and effect
Our path lies through the desert.	Наш путь лежит через пустыню.	-	Express cause and effect
It is against the rules.	Это против правил.	-	Express cause and effect
I drove past this city on the way home.	Я проехала мимо этого города по пути домой.	-	Express cause and effect
We were late because of you!	Из-за тебя мы опоздали!	-	Express cause and effect
Tanya was taking a walk despite the weather.	Таня гуляла несмотря на погоду.	-	Express cause and effect
You will not pass there.	Вы там не пройдёте.	-	Express cause and effect
We want the same thing.	Мы хотим одного и того же.	-	Express similarity
Write your name in the same place.	Напиши своё имя там же.	-	Express similarity
Yes, I bought the radio at the same time.	Да, я купил радио тогда же.	-	Express similarity
We have the same sweaters!	У нас одинаковые свитера!	-	Express similarity
They work at the same time we do.	Они работают тогда же, когда и мы.	-	Express similarity
But this is the exact same refrigerator!	Но это тот же самый холодильник!	-	Express similarity
It is the exact same actress.	Это та же самая актриса.	-	Express similarity
Maria and Vera live in the same house.	Мария и Вера живут в одном и том же доме.	-	Express similarity
We watched the same movie.	Мы смотрели один и тот же фильм.	-	Express similarity
She is my first love.	Она – моя первая любовь.	-	Learn noun spelling changes
seven bottles	семь бутылок	-	Learn noun spelling changes
love	любовь	-	Learn noun spelling changes
The wind broke several branches.	Ветер сломал несколько веток.	-	Learn noun spelling changes
pepper	перец	-	Learn noun spelling changes
I have seven pens.	У меня семь ручек.	-	Learn noun spelling changes
a pencil and five pens	карандаш и пять ручек	-	Learn noun spelling changes
There is no smoke without fire.	Нет дыма без огня.	-	Learn noun spelling changes
There are nine pens in the box.	В коробке девять ручек.	-	Learn noun spelling changes
I have many empty jars.	У меня много пустых банок.	-	Learn noun spelling changes
How many jars do you have?	Сколько у вас банок?	-	Learn noun spelling changes
six jars	шесть банок	-	Learn noun spelling changes
forty branches	сорок веток	-	Learn noun spelling changes
Get away from the fire!	Отойди от огня!	-	Learn noun spelling changes
We found six rings.	Мы нашли шесть колец.	-	Learn noun spelling changes
The child is building something out of sand.	Ребёнок строит что-то из песка.	-	Learn noun spelling changes
The spacecraft is approaching the Earth.	Космический аппарат приближается к Земле.	-	Discuss outer space
planet	планета	-	Discuss outer space
Vera wants to become a cosmonaut.	Вера хочет стать космонавтом.	-	Discuss outer space
outer space	космос	-	Discuss outer space
Mars orbits the Sun.	Марс вращается вокруг Солнца.	-	Discuss outer space
moon	луна	-	Discuss outer space
The Moon orbits the Earth.	Луна вращается вокруг Земли.	-	Discuss outer space
Do we know the size of the Universe?	Мы знаем размер Вселенной?	-	Discuss outer space
Mars is the fourth planet from the Sun.	Марс — четвёртая планета от Солнца.	-	Discuss outer space
The Earth orbits the Sun.	Земля вращается вокруг Солнца.	-	Discuss outer space
The cosmonauts arrived at the International Space Station.	Космонавты прилетели на Международную космическую станцию.	-	Discuss outer space
This is only a part of the Universe.	Это только часть Вселенной.	-	Discuss outer space
Are you real cosmonauts?	Вы настоящие космонавты?	-	Discuss outer space
Satellites orbit the Earth.	Спутники вращаются вокруг Земли.	-	Discuss outer space
Where did you spend the morning?	Где ты провёл утро?	-	Measure objects
The depth of the lake is seventy two meters.	Глубина озера — семьдесят два метра.	-	Measure objects
depth	глубина	-	Measure objects
We walked two kilometers.	Мы прошли два километра.	-	Measure objects
We have walked a long way.	Мы прошли долгий путь.	-	Measure objects
My room is almost six meters long.	Моя комната почти шесть метров в длину.	-	Measure objects
One kilometer is one thousand meters.	Один километр - это тысяча метров.	-	Measure objects
Can you walk thirty kilometers?	Вы можете пройти тридцать километров?	-	Measure objects
He drove thirty six kilometers.	Он проехал тридцать шесть километров.	-	Measure objects
The soccer player ran twenty kilometers.	Футболист пробежал двадцать километров.	-	Measure objects
We drove one thousand kilometers in a day!	Мы за день проехали тысячу километров!	-	Measure objects
a two kilometer long beach	пляж длиной два километра	-	Measure objects
a room four meters in width	комната шириной четыре метра	-	Measure objects
seven tons	семь тонн	-	Measure objects
Today I have walked a great distance.	Я сегодня прошла огромное расстояние.	-	Measure objects
There is a ton of oranges in this train car.	В этом вагоне тонна апельсинов.	-	Measure objects
an elevator one meter wide	лифт шириной метр	-	Measure objects
What is the distance between Moscow and Saint Petersburg?	Какое расстояние между Москвой и Санкт-Петербургом?	-	Measure objects
I spent the entire day at home.	Я провёл весь день дома.	-	Measure objects
Can you run twenty kilometers?	Ты можешь пробежать двадцать километров?	-	Measure objects
This is a serious problem!	Это серьёзная проблема!	-	Discuss business
I do not like long meetings.	Я не люблю долгие собрания.	-	Discuss business
Quality is very important.	Качество очень важно.	-	Discuss business
Can your firm sign such a contract?	Ваша фирма может заключить такой договор?	-	Discuss business
Tomorrow they will sign the contract.	Завтра они заключат договор.	-	Discuss business
It is important to take part in successful projects.	Важно участвовать в успешных проектах.	-	Discuss business
Do you work in this department?	Вы работаете в этом отделе?	-	Discuss business
I think the other firm's quality is higher.	По-моему, у другой фирмы качество выше.	-	Discuss business
Do you remember the name of the firm?	Ты помнишь название фирмы?	-	Discuss business
I work in the central office of a law firm.	Я работаю в центральном офисе юридической фирмы.	-	Discuss business
They lease several offices in that building.	Они сдают несколько офисов в этом здании.	-	Discuss business
I organized a meeting.	Я организовала собрание.	-	Discuss business
The journalist is writing about the quality of the food.	Журналист пишет о качестве еды.	-	Discuss business
I advise you to come on time.	Я советую вам прийти вовремя.	-	Discuss business
This economist is a very serious man.	Этот экономист - очень серьёзный человек.	-	Discuss business
Well, he does not want to fire me.	Ну, он не хочет уволить меня.	-	Discuss business
We are discussing a serious question.	Мы обсуждаем серьёзный вопрос.	-	Discuss business
Are you taking part in this project?	Ты участвуешь в этом проекте?	-	Discuss business
Pass the salt, please.	Передайте соль, пожалуйста.	-	Use common prefixes
The car stopped near the house.	Машина остановилась возле дома.	-	Use common prefixes
This is not an uprising.	Это не восстание.	-	Use common prefixes
Can you develop a plan?	Вы можете разработать план?	-	Use common prefixes
I wanted to buy a phone but I changed my mind.	Я хотела купить телефон, но передумала.	-	Use common prefixes
An uprising is beginning in the north of the country.	На севере страны начинается восстание.	-	Use common prefixes
Pass the map to Nina.	Передай карту Нине.	-	Use common prefixes
They developed a great project.	Они разработали отличный проект.	-	Use common prefixes
Who invented the telephone?	Кто придумал телефон?	-	Use common prefixes
I will check this.	Я проверю это.	-	Use common prefixes
Mark took off his T-shirt.	Марк снял футболку.	-	Use common prefixes
dragon	дракон	-	Talk about history
The king lives in the castle.	Король живёт в замке.	-	Talk about history
The queen's army is approaching!	Армия королевы приближается!	-	Talk about history
The king is holding a sword in his left hand.	Король держит меч в левой руке.	-	Talk about history
Greece	Греция	-	Talk about history
sword	меч	-	Talk about history
The queen is now abroad.	Королева сейчас за границей.	-	Talk about history
This shield is very heavy.	Этот щит очень тяжёлый.	-	Talk about history
The knight is holding his new sword.	Рыцарь держит свой новый меч.	-	Talk about history
The wizard is holding a dragon's tail.	Волшебник держит хвост дракона.	-	Talk about history
A wizard is never late.	Волшебник никогда не опаздывает.	-	Talk about history
Rome is located in Italy.	Рим находится в Италии.	-	Talk about history
I saw a lot of cannons in the museum.	Я видел много пушек в музее.	-	Talk about history
The knights live in a big fortress.	Рыцари живут в большой крепости.	-	Talk about history
She is holding a spear.	Она держит копьё.	-	Talk about history
The knight broke his spear.	Рыцарь сломал своё копьё.	-	Talk about history
One warrior is not an army.	Один воин — это не армия.	-	Talk about history
a big army	большая армия	-	Talk about history
The knights serve the queen.	Рыцари служат королеве.	-	Talk about history
What happened here?	Что здесь произошло?	-	Talk about history
bow and arrows	лук и стрелы	-	Talk about history
The queen is holding a mirror.	Королева держит зеркало.	-	Talk about history
It was a terrible battle.	Это была страшная битва.	-	Talk about history
The arrow hit a tree.	Стрела попала в дерево.	-	Talk about history
Even the king participated in the battle!	Даже король участвовал в битве!	-	Talk about history
I am holding an old sword.	Я держу старый меч.	-	Talk about history
What do you know about this temple?	Что ты знаешь об этом храме?	-	Talk about history
What was life like in Ancient Rome?	Какая была жизнь в древнем Риме?	-	Talk about history
I did not like the article written by this journalist.	Мне не понравилась статья, написанная этим журналистом.	-	Use verb forms to describe a noun
Do you know the person who paid instead of us?	Ты знаешь человека, заплатившего вместо нас?	-	Use verb forms to describe a noun
This book was written forty-five years ago.	Эта книга была написана сорок пять лет назад.	-	Use verb forms to describe a noun
What is not done yet?	Что ещё не сделано?	-	Use verb forms to describe a noun
Do you see the children playing basketball?	Вы видите детей, играющих в баскетбол?	-	Use verb forms to describe a noun
The talking lion will dance on Wednesday.	Говорящий лев будет танцевать в среду.	-	Use verb forms to describe a noun
Do you like soup made with vegetables?	Тебе нравится суп, приготовленный из овощей?	-	Use verb forms to describe a noun
I know the person who wrote this book.	Я знаю человека, написавшего эту книгу.	-	Use verb forms to describe a noun
Here is the guy writing about you.	Вот парень, пишущий о вас.	-	Use verb forms to describe a noun
Delete the program?	Удалить программу?	-	Discuss the internet
Which button did you press?	На какую кнопку ты нажал?	-	Discuss the internet
Yesterday she logged onto Facebook.	Вчера она вошла в фейсбук.	-	Discuss the internet
I want to download this program.	Я хочу скачать эту программу.	-	Discuss the internet
My uncle launched our application.	Мой дядя запустил нашу программу.	-	Discuss the internet
Even my cat likes to launch this application!	Даже моя кошка любит запускать эту программу!	-	Discuss the internet
Why did you delete your comment?	Почему ты удалил свой комментарий?	-	Discuss the internet
I do not want to use Facebook.	Я не хочу использовать фейсбук.	-	Discuss the internet
I do not remember the settings of this website.	Я не помню настройки этого сайта.	-	Discuss the internet
These are important documents.	Это важные документы.	-	Discuss the internet
They are selling their monitor.	Они продают свой монитор.	-	Discuss the internet
The class timetable is in this document.	Расписание занятий в этом документе.	-	Discuss the internet
All the documents for this project are on the hard drive.	Все документы для этого проекта находятся на жёстком диске.	-	Discuss the internet
a social network	социальная сеть	-	Discuss the internet
I cannot download this picture.	Я не могу скачать эту картинку.	-	Discuss the internet
I went online.	Я вышел в сеть.	-	Discuss the internet
I did not want to delete this picture.	Я не хотела стереть эту картинку.	-	Discuss the internet
How can I delete this site?	Как мне удалить этот сайт?	-	Discuss the internet
Please delete this post.	Пожалуйста, удалите этот пост.	-	Discuss the internet
Buy a new hard drive.	Купи новый жёсткий диск.	-	Discuss the internet
Victoria has already sent him this file.	Виктория уже отправила ему этот файл.	-	Discuss the internet
Have you already sent me the file with music?	Ты уже отправил мне файл с музыкой?	-	Discuss the internet
Delete this file.	Удалите этот файл.	-	Discuss the internet
wrong answer	неверный ответ	-	Discuss the internet
My monitor does not work.	Мой монитор не работает.	-	Discuss the internet
We do not like this post.	Нам не нравится этот пост.	-	Discuss the internet
I have already launched this application.	Я уже запустил эту программу.	-	Discuss the internet
Can you download this video?	Ты можешь скачать это видео?	-	Discuss the internet
wrong username or password	неверный логин или пароль	-	Discuss the internet
Having dressed, I went to Maria's house.	Одевшись, я пошла к Марии.	-	Describe things you do
When going home, lock the office.	Уходя домой, закрой офис.	-	Describe things you do
Having written the text, the boy left.	Написав текст, мальчик ушёл.	-	Describe things you do
Reading his article, he found five mistakes.	Читая свою статью, он нашёл пять ошибок.	-	Describe things you do
Having watched her new movie, I wrote an article.	Посмотрев её новый фильм, я написал статью.	-	Describe things you do
Not understanding the lecture, we read the textbook.	Не понимая лекцию, мы читали учебник.	-	Describe things you do
I said this without thinking.	Я это сказал не подумав.	-	Describe things you do
Knowing this, I can do everything.	Зная это, я могу всё.	-	Describe things you do
Judging by his opera, he is an excellent composer.	Судя по его опере, он отличный композитор.	-	Describe things you do
science	наука	-	Discuss science
We have little data.	У нас мало данных.	-	Discuss science
three molecules of water	три молекулы воды	-	Discuss science
Most of the elements are metals.	Большинство элементов — металлы.	-	Discuss science
electricity	электричество	-	Discuss science
What is the nature of all things?	Какова природа всех вещей?	-	Discuss science
Hydrogen is the lightest element.	Водород — самый лёгкий элемент.	-	Discuss science
By whom was this element discovered?	Кем был открыт этот элемент?	-	Discuss science
I know most of the elements.	Я знаю большинство элементов.	-	Discuss science
What is the nature of this phenomenon?	Какова природа этого явления?	-	Discuss science
Nature is everything we see.	Природа — это всё, что мы видим.	-	Discuss science
Is hydrogen a light gas?	Водород — это лёгкий газ?	-	Discuss science
Oxygen and hydrogen are gases.	Кислород и водород — газы.	-	Discuss science
I need to know the mass.	Мне нужно знать массу.	-	Discuss science
This data cannot be believed.	Этим данным нельзя верить.	-	Discuss science
This is a new theory of gases.	Это новая теория газов.	-	Discuss science
This substance was discovered in the last century.	Это вещество открыли в прошлом веке.	-	Discuss science
This substance is very harmful.	Это вещество очень вредное.	-	Discuss science
Do you like nature?	Ты любишь природу?	-	Discuss science
Victor criticized my article.	Виктор критиковал мою статью.	-	Talk about politics
They criticized the prices.	Они критиковали цены.	-	Talk about politics
According to the president, gas will become more expensive.	По словам президента, бензин станет дороже.	-	Talk about politics
This politician has a different opinion.	У этого политика другое мнение.	-	Talk about politics
Boris and Mark are discussing the election.	Борис и Марк обсуждают выборы.	-	Talk about politics
Who remembers the actions of this politician?	Кто помнит действия этого политика?	-	Talk about politics
head of state	глава государства	-	Talk about politics
Who is the Head of State of Japan?	Кто глава государства Японии?	-	Talk about politics
The president made an important decision.	Президент принял важное решение.	-	Talk about politics
The government can make an important decision.	Правительство может принять важное решение.	-	Talk about politics
Who is the president of Germany?	Кто президент Германии?	-	Talk about politics
The Prime Minister was criticized in the newspapers.	В газетах критиковали премьера.	-	Talk about politics
According to the minister, the laws we have are good.	По словам министра, законы у нас хорошие.	-	Talk about politics
Who is the Head of Government?	Кто глава правительства?	-	Talk about politics
In France the president is the head of state.	Во Франции президент — это глава государства.	-	Talk about politics
This law was passed last year.	Этот закон приняли в прошлом году.	-	Talk about politics
opposition leader	лидер оппозиции	-	Talk about politics
Who is the opposition leader?	Кто лидер оппозиции?	-	Talk about politics
I want to vote against everyone.	Я хочу голосовать против всех.	-	Talk about politics
Boris is Christian.	Борис — христианин.	-	Discuss religion
Are you Christians?	Вы христиане?	-	Discuss religion
There are two churches on this street.	На этой улице две церкви.	-	Discuss religion
church	церковь	-	Discuss religion
You are a ghost. You do not exist!	Ты привидение. Ты не существуешь!	-	Discuss religion
I got the impression that I saw a ghost.	Мне показалось, что я увидела привидение.	-	Discuss religion
I don't believe that people become ghosts after death.	Я не верю, что люди после смерти становятся привидениями.	-	Discuss religion
Do they believe in life after death?	Верят ли они в жизнь после смерти?	-	Discuss religion
Where is the synagogue?	Где находится синагога?	-	Discuss religion
Ivan has always been an atheist.	Иван всегда был атеистом.	-	Discuss religion
Buddhists are singing in the temple.	В храме поют буддисты.	-	Discuss religion
This is a natural process.	Это естественный процесс.	-	Talk about chemistry
microscope	микроскоп	-	Talk about chemistry
It is a meeting for people with high intelligence.	Это собрание для людей с высоким интеллектом.	-	Talk about chemistry
The particle moved without acceleration.	Частица двигалась без ускорения.	-	Talk about chemistry
growth / height	рост	-	Talk about chemistry
What kind of crystal is this?	Что это за кристалл?	-	Talk about chemistry
I think the crystal is already growing.	По-моему, кристалл уже растёт.	-	Talk about chemistry
How is the origin of humans explained?	Как объясняется происхождение человека?	-	Talk about chemistry
He is speaking about the origin of reptiles.	Он говорит о происхождении рептилий.	-	Talk about chemistry
I study reptiles.	Я изучаю рептилий.	-	Talk about chemistry
The laboratory needs microscopes.	Лаборатории нужны микроскопы.	-	Talk about chemistry
What shape is the water molecule?	Какой формы молекула воды?	-	Talk about chemistry
This robot looks like a cow.	Этот робот похож на корову.	-	Talk about chemistry
The robot found this material on another planet.	Робот нашёл этот материал на другой планете.	-	Talk about chemistry
The distance between the particles is very small.	Расстояние между частицами очень маленькое.	-	Talk about chemistry
It is thought that the acceleration shouldn't change.	Считается, что ускорение не должно меняться.	-	Talk about chemistry
In order to see the cells, we used a microscope.	Чтобы увидеть клетки, мы использовали микроскоп.	-	Talk about chemistry
All of this is rather natural.	Всё это достаточно естественно.	-	Talk about chemistry
Over the course of time, theories become better.	Со временем теории становятся лучше.	-	Talk about chemistry
It is thought that the size cannot increase.	Считается, что размер не может расти.	-	Talk about chemistry
Judging by my data, the acceleration is increasing.	Судя по моим данным, ускорение растёт.	-	Talk about chemistry
What you see through the microscope is a cell.	То, что вы видите в микроскоп, — клетка.	-	Talk about chemistry
Drat, where are the keys?!	Блин, где ключи?!	-	Use informal language
They don't have anything.	У них ничего нету.	-	Use informal language
His new book is way better.	Его новая книга куда лучше.	-	Use informal language
The laborer has no milk.	У рабочего молока нету.	-	Use informal language
I think she's just a bit tired.	По-моему, она просто чуть-чуть устала.	-	Use informal language
It was the most terrible week of my life.	Это была самая ужасная неделя в моей жизни.	-	Use informal language
What a terrible day!	Какой ужасный день!	-	Use informal language
She sings way better.	Она поёт куда лучше.	-	Use informal language
It's cool that you wrote a symphony.	Круто, что ты написала симфонию.	-	Use informal language
Enough! We bought a lot as it is.	Хватит! Мы и так много купили.	-	Use informal language
What are you doing?	Чё делаешь?	-	Use informal language
They ran out of things to talk about.	Им стало не о чем говорить.	-	Discuss abstract ideas
Everybody is on vacation; there's no one to make a decision.	Все в отпуске, некому принять решение.	-	Discuss abstract ideas
He doesn't have anyone to travel with.	Ему не с кем путешествовать.	-	Discuss abstract ideas
Now she has no one to teach.	Теперь ей некого учить.	-	Discuss abstract ideas
There is nowhere to play basketball here.	Тут негде играть в баскетбол.	-	Discuss abstract ideas
Sergei doesn't have anyone to go to the beach with.	Сергею не с кем пойти на пляж.	-	Discuss abstract ideas
There is no one to take care of her.	Некому о ней заботиться.	-	Discuss abstract ideas
There's nowhere to swim here.	Тут негде плавать.	-	Discuss abstract ideas
I have no time to play sports.	Мне некогда заниматься спортом.	-	Discuss abstract ideas
He has no one to worry about.	Ему не о ком беспокоиться.	-	Discuss abstract ideas
I have nothing to wear!	Мне нечего надеть!	-	Discuss abstract ideas
judge	судья	-	Talk about court
police	полиция	-	Talk about court
I'm guilty.	Я виновен.	-	Talk about court
prison	тюрьма	-	Talk about court
That isn't a crime in this country.	Это не является преступлением в этой стране.	-	Talk about court
The witness is answering the lawyer's questions.	Свидетель отвечает на вопросы адвоката.	-	Talk about court
The judge entered the courtroom.	Судья вошёл в зал суда.	-	Talk about court
The search for the criminal has already begun.	Поиск преступника уже начался.	-	Talk about court
The police still don't know where the criminal is.	Полиция ещё не знает, где преступник.	-	Talk about court
This person is a thief!	Этот человек — вор!	-	Talk about court
The police are conducting an investigation into this case.	Полиция ведёт расследование этого дела.	-	Talk about court
The police are conducting a search for the criminal.	Полиция ведёт поиск преступника.	-	Talk about court
I'm sure they're guilty.	Я уверена, что они виновны.	-	Talk about court
This lawyer is defending a criminal.	Этот адвокат защищает преступника.	-	Talk about court
All rise! The court is in session.	Встать! Суд идёт.	-	Talk about court
The murderer was arrested yesterday evening.	Убийца был арестован вчера вечером.	-	Talk about court
The criminals are already under arrest.	Преступники уже арестованы.	-	Talk about court
The lawyer asked the witness a question.	Адвокат задал вопрос свидетелю.	-	Talk about court
Our grandmother is a lawyer.	Наша бабушка — адвокат.	-	Talk about court
Why is this murderer at large?	Почему этот убийца на свободе?	-	Talk about court
I do not like this holiday.	Я не люблю этот праздник.	-	Discuss Russian customs
